140;Aderes;Hebrew;Female;Cape;Aderet
141;Adesimbo;African - Nigerian;Female;Noble birth;
142;Adesina;African - Nigerian;Female;First of many children;
143;Adesola;African - Nigerian;Male;The crown honors us;
144;Adheesha;Hindu;Male;King;
145;Adhideva;Hindu;Male;Supreme god;
146;Adhika;Hindu;Female;Increase;
147;Adhita;Hindu;Female;Student;
148;Adia;African - Swahili;Female;Gift from God;
149;Adiba;Arabic;Female;Cultured, refined;
150;Adiel;Hebrew;Male;God is an ornament;
151;Adiella;Hebrew;Female;The Lord's decoration;
152;Adika;African - Ghanian;Male;First child from second husband;
153;Adil;Arabic;Male;Fair, just;
154;Adila;Arabic;Female;Just, fair;Adilah
155;Adima;Old German;Female;Noble, famous;
156;Adin;Hebrew;Male/Female;Slender;
157;Adina;Hebrew;Female;Gentle, delicate;Adin, Adine, Dina
158;Adinah;Israeli;Female;Ornament, pleasure;Adina
159;Adio;African - Nigerian;Male;Righteous;
160;Adir;Hebrew;Male;Noble, also Great;
161;Adira;Hebrew;Female;Noble, powerful;
162;Adisa;African - Nigerian;Male;One who is clear;
163;Aditi;Hindu;Female;Free;(Hindu mother goddess)
164;Aditsan;NAm. Indian - Navajo;Male;Listener;
165;Aditya;Hindu;Male;The sun;Aaditva
166;Adiv;Hebrew;Male;Agreeable, gentle;
167;Adiva;Arabic;Female;Agreeable, gentle;
168;Adlai;Hebrew;Female;Just;
169;Adlai;Hebrew;Male;My ornament;Ad, Addie, Adley
170;Adler;Old German;Male;Eagle;Ad, Adlar
171;Admete;Greek;Female;? (Ancient mythological figure;
172;Admon;Hebrew;Male;Red peony;
173;Adnah;Hebrew;Male;Ornamented;
174;Adnan;Arabic;Male;Pleasure;
175;Adney;Old English;Male;From the noble's island;
176;Adoeete;NAm. Indian - Kiowa;Male;Tree;Adoerte, Adooeette
177;Adofo;African - Ghanian;Male;Warrior;
178;Adolph;Old German;Male;Noble wolf;Ad, Adolfo, Adolfus, Adolphe, Dolph, Dolphus
179;Adolpha;Old German;Female;Noble wolf;
180;Adom;African - Ghanian;Male;God's blessing;
181;Adon;Hebrew;Male;Lord;
182;Adoncia;Spanish;Female;Sweet;Doncia
183;Adonia;Greek;Female;Beautiful, godlike;
184;Adoniah;Hebrew;Male;The Lord is my God;Adonia, Adonijah, Adoniya, Adoniyah
185;Adonis;Greek;Male;Handsome;
186;Adora;Latin;Female;Adored or Gift or Glory;Adorabelle, Adoree, Adoria, Dora, Dori, Dory
187;Adorna;Latin;Female;Adorned one;
188;Adowa;African - Ghanian;Female;Born on Tuesday;
189;Adra;Arabic;Female;Virgin;Adara
190;Adrastea;Greek;Female;? (Greek nymph);
191;Adri;Hindu;Male;Fortress, rock;
192;Adria;Old English;Female;Black, dark;Adrea, Adriah
193;Adrian;Latin;Male/Female;From Adria or Dark one;Ade, Adiran, Adrea, Adria, Adriana, Adriane, Adriano, Adrie, Adryan, Hadria, Hadrian,Hadrienne
194;Adriane;Old German;Female;Black earth;Adriana, Adrianna, Adriannah, Adriena, Adrienne
195;Adriel;Hebrew;Male;From God's congregation;
196;Adsila;NAm. Indian - Cherokee;Female;Blossom;
197;Aduke;African - Nigerian;Female;Beloved, dear;
198;Adunbi;African - Nigerian;Male;Pleasant;
199;Adusa;African - Ghanian;Male;Thirteenth-born;
200;Adwele;African - Tanzanian;Male;God brings me;
201;Adwin;African;Male;Creative;
202;Adya;Hindu;Female;Sunday;
203;Adzaan-Tsinajinnie;NAm. Indian - Navajo;Female;? (Tribal name);
204;Adzo;African - Ghanian;Female;Born on Monday;Adjoa, Adwoa
205;Ae-Cha;Korean;Female;Loving daughter;
206;Aeacus;Greek;Male;Son of Zeus;
207;Aedus;Irish Gaelic;Male;Fire;
208;Aegeus;Greek;Male;Goatskin shield of Zeus;Aegis
209;Aegina;Greek;Female;?;
210;Aegyptus;Greek;Male;King of Egypt;
211;Aenea;Greek;Female;Worthy;
212;Aeneas;Greek;Male;He who is praised;Aineas, Eneas, Enne
213;Aeolus;Greek;Male;Changeable one;
214;Aeson;Greek;Male;? (Father of Jason in Greek myth);
215;Aetios;Greek;Male;Eagle;
216;Afa;Polynesian;Male;Hurricane;
217;Afaf;Arabic;Female;Virtuous;
218;Afafa;African - Ghanian;Female;First child from second husband;
219;Afei;Polynesian;Female;Wrap around;
220;Afi;Polynesian;Male;Fire;
221;Afif;Arabic;Male;Chaste;
222;Afiya;African - Swahili;Female;Health;
223;Afra;Arabic;Female;Color of earth;Affera, Affery, Aphra
224;Afraima;Arabic;Female;Fertile;
225;Africa;Irish Gaelic;Female;Pleasant;Afprica, Aifric, Apirka, Apirkah
226;Afryea;African - Ghanian;Female;Born during happy times;
227;Afton;Old English;Male/Female;From Afton;
228;Afu;Polynesian;Male;Hot;
229;Afua;African - Ghanian;Female;Born on Friday;
230;Afuvale;Polynesian;Female;Mulberry tree;
231;Agalia;Greek;Female;Happy, joyous;
232;Aganju;African - Yoruban;Male;Son of the Earth goddess Odudua;
233;Agapi;Greek;Female;Love, affection;
234;Agapios;Greek;Male;Love;
235;Agastya;Hindu;Male;Patron saint of southern India;
236;Agate;Old French;Female;Gem, semiprecious stone;
237;Agatha;Greek;Female;Good, kind;Aagje (Dutch), Aggie, Agata, Agota, Agueda (Spanish), Gasha (Slavic)
238;Agathias;Greek;Male;Good;
239;Agave;Greek;Female;Illustrious, noble;
240;Aglaia;Greek;Female;Brilliance;
241;Agnes;Greek;Female;Pure one;Anais, Annis, Necia, Nessa, Nessie, Nesta, Neysa, Niesje (Dutch), Inez, Agneta
242;Agni;Hindu;Male;Hindu fire deity;
243;Agnola;Italian;Female;Angel;Agnolla, Agnolle
244;Agnolo;Italian;Male;Angel;
245;Agrippa;Latin;Female;Born feet first;Agrafina, Agrippine
246;Ah Kum;Chinese;Female;Good as gold;
247;Ah Lam;Chinese;Female;Like an orchid;
248;Ah-Yoka;NAm. Indian - Cherokee;Female;She brings happiness, joy;
249;Ahab;Hebrew;Male;Father's brother;Achav
250;Ahalya;Hindu;Female;Beautiful, pretty;
251;Ahanu;NAm. Indian;Male;One who laughs;
252;Aharnish;Hindu;Male;Day and night;
253;Ahauano;Polynesian;Female;People;
254;Ahava;Hebrew;Female;Loved;
255;Ahawi;NAm. Indian - Cherokee;Female;Deer;
256;Ahern;Irish Gaelic;Male;Horse lord;Ahearn, Aherin, Aherne, Hearn, Hearne, Herin, Hern
257;Ahia;Polynesian;Female;Enticement;
258;Ahilya;Hindu;Female;Compassionate;
259;Ahimeleka;Hawaiian;Male;Biblical priest;
260;Ahio;Polynesian;Male;Whirlwind;
261;Ahlam;Arabic;Female;To dream;
262;Ahmed;Arabic;Male;Greatly praised;Achmad, Achmed, Ahmad
263;Ahohako;Polynesian;Male;Storm;
264;Aholelei;Polynesian;Female;Good day;
265;Aholo;Polynesian;Female;Plenty;
266;Ahomana;Polynesian;Male;Thunder;
267;Ahonui;Hawaiian;Female;Patience;
268;Ahopomee;Polynesian;Female;Dance at night;
269;Ahsan;Arabic;Male;Compassion;Ehsan, Ihsan
270;Ahsan;Hindu;Male;Gratitude;
271;Ahulani;Hawaiian;Female;Heavenly altar;
272;Ahusaka;NAm. Indian - Winnebago;Male;Wings;
273;Ai;Japanese;Female;Love;
274;Aiakos;Greek;Male;Son of Zeus;
275;Aibhlin;Irish Gaelic;Female;Possibly Light;Abblin, Ailbhe
276;Aida;Arabic;Female;Reward, present;
277;Aidan;Irish Gaelic;Male/Female;Fire;Aidana, Adan, Aiden, Aydana, Edan, Edana, Eden
278;Aideen;Irish Gaelic;Female;?;Adene, Etain
279;Aiken;Old English;Male;Made of oak or Little Adam;Aicken, Aikin, Aykin
280;Aiko;Japanese;Female;Little loved one;
281;Aiko;Japanese;Female;Little one;
282;Aila;Finnish;Female;Bright light;Aile, Ailee, Ailey, Aili, Ailis, Ailse
283;Ailaina;Scots Gaelic;Female;Rock;Alaine, Alanis
284;Ailani;Hawaiian;Female;High chief;
285;Ailbhe;Irish Gaelic;Male/Female;Noble, bright;Alva, Alvy, Elva, Elvy
286;Aileen;Irish Gaelic;Female;Light-bearer;Aila, Ailee, Ailene, Ailli, Ailie, Aleen, Aline, Eileen, Ileana, Ilene, Leana, Lena, Liana, Lina
287;Ailesh;Hindu;Male;King of all;
288;Ailill;Irish Gaelic;Male;Sprite;
289;Ailith;Old English;Female;Seasoned warrior;Aldith, Aldis
290;Ailpean;Scots Gaelic;Male;?;Ailpein, Alpine
291;Ailsa;Scots Gaelic;Female;Pledge from God;Elsa, Elshe
292;Aime;Old French;Male;Much loved;
293;Aimee;Old French;Female;Beloved;Aimie
294;Aimery;Old German;Male;Hardworking ruler;Aimerey, Aimeric, Aymeric, Imre
295;Aimiliona;Irish Gaelic;Female;Hardworking;
296;Aimon;Old German;Male;House;Aimond, Aymon, Haimon, Heman
297;Ain;Arabic;Female;Treasure;
298;Aina;African - Nigerian;Female;Difficult birth;
299;Aina;Norse;Female;Forever;
300;Ainakea;Hawaiian;Female;Fair earth;
301;Ainalan;Hawaiian;Female;Heavenly earth;
302;Aine;Scots Gaelic;Female;Happiness;
303;Ainmire;Irish Gaelic;Male;Great lord;
304;Aino;Finnish;Female;? (Mythological figure);
305;Ainsley;Irish Gaelic;Male/Female;One's own meadow;Ainsleigh, Ansley, Aynslee, Aynslie
306;Airlea;Greek;Female;Ethereal;
307;Aisake;Polynesian;Male;He laughs;
308;Aisea;Polynesian;Male;God saves;
309;Aisha;Arabic;Female;Woman;Aesha, Aiesha, Aishah, Aisia, Asha, Ashia, Asia, Ayeesha, Ayeisa, Ieasha, Yiesha
310;Aislinn;Irish Gaelic;Female;Vision, dream;Aisling, Ashling, Isleen
311;Aithne;Irish Gaelic;Female;Fire;Aine, Aithnea, Eithne, Ena, Ethnea
312;Aiyana;NAm. Indian;Female;Forever flowering, eternal;
313;Aiyetoro;African - Nigerian;Male/Female;Peace on earth;
314;Aja;Hindu;Female;Goat or Aroma;
315;Ajalaa;Hindu;Female;The earth;
316;Ajanabh;Hindu;Male;A mountain;
317;Ajani;African - Nigerian;Male;He fights for possession;
318;Ajeya;Hindu;Female;Victorious;
319;Ajua;African - Ghanian;Female;Born on Monday;
320;Ajuji;African;Female;Child of the trash heap;
321;Akahana;Japanese;Female;Red flower;
322;Akahele;Hawaiian;Female;Careful, cautious;
323;Akako;Hawaiian;Female;Raspberries;
324;Akalanka;Hindu;Male;Pale;
325;Akamai;Hawaiian;Female;Wise;
326;Akamu;Hawaiian;Male;Red earth;Adamu
327;Akando;NAm. Indian;Male;Ambush;
328;Akanesi;Polynesian;Female;Pure;
329;Akanke;African - Nigerian;Female;To want her is to love her;
330;Akanni;African - Nigerian;Male;Our encounter brings wealth;
331;Akasuki;Japanese;Female;One who loves red;
332;Akaula;Hawaiian;Female;Sunset;
333;Akbar;Arabic;Male;Great;
334;Ake;Norse;Male;Ancestor;Age
335;Akecheta;NAm. Indian - Sioux;Male;Warrior;
336;Akela;Hawaiian;Female;Noble;
337;Akeliela;Hawaiian;Male;The majesty of God;Aderiela
338;Akemi;Japanese;Male;Beautiful dawn;Akeno
339;Akeno;Japanese;Male;"In the morning; bright, shining field";
340;Akhila;Hindu;Female;Total, complete;
341;Akhilendra;Hindu;Male;Lord of the universe;
342;Aki;Japanese;Female;Born in the fall;
343;Akihiko;Japanese;Male;Bright boy;Akio, Akira
344;Akihito;Japanese;Male;Bright;
345;Akiiki;African - Ugandan;Male;Friend;
346;Akiko;Japanese;Female;"Iris; Autumn; light, bright";
347;Akilah;Arabic;Female;Bright, smart;
348;Akilesh;Hindu;Male;King of all;
349;Akiliano;Hawaiian;Male;One from the city of Adrian;Adiriano
350;Akilina;Greek;Female;Eagle;Aquilina
351;Akim;Slavic;Male;God;
352;Akima;Japanese;Female;Autumn space;
353;Akinlabi;African - Nigerian;Male;We have a boy;
354;Akinlana;African - Nigerian;Male;Brave;Akins
355;Akiva;Hebrew;Female;Protect, shelter;Kiba, Kiva, Kivi
356;Akmal;Arabic;Male;Perfect;
357;Akolo;Polynesian;Male;Fence;
358;Akoniia;Hawaiian;Male;The Lord is my God;Adoniia
359;Akono;African - Nigerian;Male;My turn;
360;Akosua;African - Ghanian;Female;Born on Sunday;
361;Akshan;Hindu;Male;Eye;
362;Akshay;Hindu;Male;Forever;
363;Akua;African - Ghanian;Male;Born on Thursday;
364;Akwetee;African - Ghanian;Male;Second of twins;
365;Akwokwo;African - Ghanian;Female;Younger of twins;
366;Ala;Arabic;Male;Superior, noble;
367;Ala;Hawaiian;Female;Fragrant;
368;Alaba;African - Nigerian;Female;Second child born after twins;
369;Aladdin;Arabic;Male;Very faithful;
370;Alahmoot;NAm. Indian - Nez Perce;Male;Elm branch;
371;Alaia;Arabic;Female;Sublime, virtuous;
372;Alaine;Old French;Female;Rock or Beautiful;Alaina, Alenne
373;Alaire;Old French;Male;Joyful;Alair, Helier, Hilare, Larie
374;Alaka'i;Hawaiian;Male;Leader;
375;Alake;African - Nigerian;Female;One to be fussed over;
376;Alala;Greek;Female;?;
377;Alame;Polynesian;Female;Flower wreath;
378;Alamea;Hawaiian;Female;Ripe, precious;
379;Alameda;NAm. Indian;Female;Cottonwood tree;
380;Alan;Irish Gaelic;Male;Rock or Comely;Ailean, Ailin, Al, Alain, Alair, Aland, Alano, Alin, Allayne, Alleyn, Alun
381;Alana;Hawaiian;Female;To float;Alaina, Alani, Alanna, Alayne, Alene, Allane
382;Alani;Hawaiian;Female;Orange;
383;Alanna;Irish Gaelic;Female;Bright, fair, beautiful or Rock;Lana, Alaine, Allena, Allene, Aleynah, Allyn, Alina
384;Alaqua;NAm. Indian;Female;Sweet gum tree;
385;Alaqua;NAm. Indian;Female;Sweet gum tree;
386;Alard;Old German;Male;Noble, steadfast;Adlar, Adlard, Al, Allard
387;Alaric;Old German;Male;Ruler, highborn;Al, Alarico, Aleric, Alric, Ulrich, Ulrick
388;Alarice;Old German;Female;Noble king;Alarica
389;Alastair;Scots Gaelic;Male;Man's defender;Al, Alasdair, Alaster, Alysdair, Alyster
390;Alastrina;Irish Gaelic;Female;Guardian;Alastriona
391;Alauda;Old French;Female;Lark;
392;Alaula;Hawaiian;Female;Dawn, light of day;
393;Alba;Latin;Female;White, blond;Albane, Albina, Albine, Albinia, Albinka, Alva
394;Alban;Latin;Male;From Alba;Al, Albain, Albany, Albie, Albin, Albinet, Albion, Alby, Alvin, Alvy, Auban, Aubin
395;Alberga;Latin;Female;White;Alberge
396;Albern;Old German;Male;Noble courage;
397;Albert;Old English;Male;Noble, brilliant;Adalbert, Adalbrecht, Adelbert, Ailbert, Al, Alberto, Albie, Albrecht, Aubert, Bert, Bertie, Elbert, Ulbricht
398;Alberta;Old English;Female;Noble, brilliant;Albertina, Ali, Auberta, Aubertha, Aubine, Berrie, Bert, Berta, Bertie, Elberta, Elbertine
399;Albin;Latin;Male;White, pale;Al, Albinson, Alpin, Alva, Aubin
400;Albion;Irish Gaelic;Male;Mountain;
401;Albreda;Old German;Female;Counsel from the elves;
402;Alcander;Greek;Male;Strong;Alcinder
403;Alcestis;Greek;Female;?;
404;Alcina;Greek;Female;Strong-minded;Alcine, Alcinia, Alzina
405;Alcott;Old English;Male;From the old cottage;Alkott
406;Alcyoneus;Greek;Male;Kingfisher;
407;Alda;Old German;Female;Old, wise, rich;Aldabella, Aldea, Aldina, Aldine, Alida
408;Aldara;Greek;Female;Winged gift;
409;Alden;Old English;Male;Old friend;Aldwin, Elden, Eldwin
410;Alder;Old English;Male;From the alder tree;
411;Aldo;Old German;Male;Old, wise;
412;Aldonza;Spanish;Female;Sweet;
413;Aldora;Old English;Female;Of superior rank;
414;Aldous;Old German;Male;Old, wise;Al, Aldis, Aldivin, Aldo, Aldon, Eldin, Eldis, Eldin, Eldous
415;Aldred;Old English;Male;Old counselor;Eldred
416;Aldrich;Old English;Male;Old, wise leader;Al, Aldric, Aldridge, Aldrige, Aldritch, Allric, Alrick, Audric, Eldrich, Rich, Richie
417;Aldwin;Old English;Male;Old friend, protec;Alswynn, Elden, Eldwin
418;Alea;Arabic;Female;Honorable;Aleah
419;Aleeka;African - Nigerian;Female;Pretty girl;
420;Aleekcheaahoosh;NAm. Indian - Crow;Male;Accomplished;
421;Aleela;African;Female;Girl who cries;
422;Aleen;Dutch;Female;Bright light;Aleena, Aleene, Aleine, Alisa, Aleeza
423;Aleeza;Hebrew;Female;Joy;
424;Alegria;Spanish;Female;Happiness, joy;Allegria
425;Alei;Hebrew;Female;Leaf;
426;Alekanekelo;Hawaiian;Male;Protector;Aleka, Alekanedero, Alika
427;Alekona;Hawaiian;Male;Old town;Aletona
428;Alem;Arabic;Male;Wise man;
429;Alema;Hawaiian;Female;Soul;
430;Alemana;Hawaiian;Male;Warrior;Amana, Aremana
431;Alepana;Hawaiian;Male;From Alba;Alebana
432;Alepeleke;Hawaiian;Male;Counselor;Alapai, Aleferede
433;Aleria;Latin;Female;Like an eagle;
434;Aleshanee;NAm. Indian - Coos;Female;Constantly playing;
435;Alesia;Greek;Female;Help, aid;
436;Aleta;Greek;Female;Footloose, wanderer;Allette, Letty
437;Alethea;Greek;Female;Truthful one;Aleta, Alette
438;Alexander;Greek;Male;Man's defender;Al, Alasdair, Alastair, Alaster, Alec, Alejandro, Alejo, Alek, Alessandre, Alessandro, Alex, Alexandro, Alexandros, Alexei, Alexio, Alexis, Alisander, Alsandair, Alsandare, Iskander, Sacha, Sander, Sandero, Sandor, Sandro, Sandy, Sascha, Sasha, Saunder, Saunders, Sikander
439;Alexandra;Greek;Female;Helper and defender of man;Alessandra, Alexa, Alexine, Alla, Cesya, Lexine, Ritsa, Sandee, Sandi, Sandra, Sandrea, Sandria, Sandrina, SAndrine, Sandy, Sasha, Saundra, Sondra, Zanda, Zandra, Zanna
440;Alexis;Greek;Male/Female;Helper;Alejo, Alexei
441;Aley;Old English;Female;Hayfield;
442;Alfonsine;Old German;Female;Noble and ready for battle;Alfonsia, Alonza, Alphonsine
443;Alford;Old English;Male;From the old river ford;Aldford
444;Alfred;Old English;Male;Elven counselor;Ailfrid, Ailfryd, Al, Alfeo, Alfie, Alfredo, Avery, Fred, Freddie, Fredo
445;Alfreda;Old English;Female;Elven counselor;Alfie, Alfre, Alfri, Alfried, Alured, Elfie, Elva, Freda,Freddy, Frieda
446;Alger;Old English;Male;Elven spear;Al, Algar, Elgar, Elger
447;Algernon;Old French;Male;Man with a mustache;Al, Alger, Algie, Algy
448;Algis;Old German;Male;Spear;
449;Algoma;NAm. Indian;Female;Flowering valley;
450;Algot;Norse;Male;Last name;
451;Alhena;Arabic;Female;Ring;
452;Ali;Arabic;Male;Exalted, noble;Aly
453;Alia;Israeli;Female;Greatest;Aleah, Alea, Aliyah, Aleana
454;Alice;Greek;Female;Truthful one;Alicia, Alisha, Allison, Allie, Ellie, Elsa, Ilysah, Licha, Lyssa
455;Alida;Latin;Female;Little winged one;Aleta, Alita, Leda, Alette
456;Aliimalu;Hawaiian;Male;Peaceful leader;
457;Alika;African;Female;Most beautiful;
458;Alike;African - Nigerian;Female;Noble, highborn;
459;Alikkees;NAm. Indian - Nez Perce;Male;Haircut;
460;Alile;African - Malawian;Female;She cries;
461;Alima;Arabic;Female;Learned in dancing & music;
462;Alimet;Arabic;Female;Woman who knows everything;
463;Alina;Slavic;Female;Light;Aleen, Alena, Alenah, Alene, Alleen, Alline, Allyna, Lena, Lina, Lyna
464;Alipate;Polynesian;Male;Bright;
465;Alisa;Hebrew;Female;Great happiness;
466;Alisi;Polynesian;Female;Noble, highborn;
467;Alison;Irish Gaelic;Male/Female;Little truthful one;Allie, Lissie, Allsun
468;Alita;Spanish;Female;Noble, highborn;
